copa,R1_filename,R2_filename,Expt
CoPA_21462_L1,atac/CoPA_21462_L1_R1.fastq.gz,atac/CoPA_21462_L1_R2.fastq.gz,ATAC
CoPA_21463_L1,atac/CoPA_21463_L1_R1.fastq.gz,atac/CoPA_21463_L1_R2.fastq.gz,ATAC
CoPA_21464_L1,atac/CoPA_21464_L1_R1.fastq.gz,atac/CoPA_21464_L1_R2.fastq.gz,ATAC
CoPA_21465_L1,atac/CoPA_21465_L1_R1.fastq.gz,atac/CoPA_21465_L1_R2.fastq.gz,ATAC
CoPA_21452_L2,atac/CoPA_21452_L2_R1.fastq.gz,atac/CoPA_21452_L2_R2.fastq.gz,ATAC
CoPA_21453_L2,atac/CoPA_21453_L2_R1.fastq.gz,atac/CoPA_21453_L2_R2.fastq.gz,ATAC
CoPA_21454_L2,atac/CoPA_21454_L2_R1.fastq.gz,atac/CoPA_21454_L2_R2.fastq.gz,ATAC
CoPA_21455_L2,atac/CoPA_21455_L2_R1.fastq.gz,atac/CoPA_21455_L2_R2.fastq.gz,ATAC
CoPA_21456_L2,atac/CoPA_21456_L2_R1.fastq.gz,atac/CoPA_21456_L2_R2.fastq.gz,ATAC
CoPA_21457_L2,atac/CoPA_21457_L2_R1.fastq.gz,atac/CoPA_21457_L2_R2.fastq.gz,ATAC
CoPA_21458_L2,atac/CoPA_21458_L2_R1.fastq.gz,atac/CoPA_21458_L2_R2.fastq.gz,ATAC
CoPA_21459_L2,atac/CoPA_21459_L2_R1.fastq.gz,atac/CoPA_21459_L2_R2.fastq.gz,ATAC
CoPA_21460_L2,atac/CoPA_21460_L2_R1.fastq.gz,atac/CoPA_21460_L2_R2.fastq.gz,ATAC
CoPA_21461_L2,atac/CoPA_21461_L2_R1.fastq.gz,atac/CoPA_21461_L2_R2.fastq.gz,ATAC
CoPA_21462_L2,atac/CoPA_21462_L2_R1.fastq.gz,atac/CoPA_21462_L2_R2.fastq.gz,ATAC
CoPA_21463_L2,atac/CoPA_21463_L2_R1.fastq.gz,atac/CoPA_21463_L2_R2.fastq.gz,ATAC
CoPA_21464_L2,atac/CoPA_21464_L2_R1.fastq.gz,atac/CoPA_21464_L2_R2.fastq.gz,ATAC
CoPA_21465_L2,atac/CoPA_21465_L2_R1.fastq.gz,atac/CoPA_21465_L2_R2.fastq.gz,ATAC
CoPA_21452_L3,atac/CoPA_21452_L3_R1.fastq.gz,atac/CoPA_21452_L3_R2.fastq.gz,ATAC
CoPA_21453_L3,atac/CoPA_21453_L3_R1.fastq.gz,atac/CoPA_21453_L3_R2.fastq.gz,ATAC
CoPA_21454_L3,atac/CoPA_21454_L3_R1.fastq.gz,atac/CoPA_21454_L3_R2.fastq.gz,ATAC
CoPA_21455_L3,atac/CoPA_21455_L3_R1.fastq.gz,atac/CoPA_21455_L3_R2.fastq.gz,ATAC
CoPA_21456_L3,atac/CoPA_21456_L3_R1.fastq.gz,atac/CoPA_21456_L3_R2.fastq.gz,ATAC
CoPA_21457_L3,atac/CoPA_21457_L3_R1.fastq.gz,atac/CoPA_21457_L3_R2.fastq.gz,ATAC
CoPA_21458_L3,atac/CoPA_21458_L3_R1.fastq.gz,atac/CoPA_21458_L3_R2.fastq.gz,ATAC
CoPA_21459_L3,atac/CoPA_21459_L3_R1.fastq.gz,atac/CoPA_21459_L3_R2.fastq.gz,ATAC
CoPA_21460_L3,atac/CoPA_21460_L3_R1.fastq.gz,atac/CoPA_21460_L3_R2.fastq.gz,ATAC
CoPA_21461_L3,atac/CoPA_21461_L3_R1.fastq.gz,atac/CoPA_21461_L3_R2.fastq.gz,ATAC
CoPA_21462_L3,atac/CoPA_21462_L3_R1.fastq.gz,atac/CoPA_21462_L3_R2.fastq.gz,ATAC
CoPA_21463_L3,atac/CoPA_21463_L3_R1.fastq.gz,atac/CoPA_21463_L3_R2.fastq.gz,ATAC
CoPA_21464_L3,atac/CoPA_21464_L3_R1.fastq.gz,atac/CoPA_21464_L3_R2.fastq.gz,ATAC
CoPA_21465_L3,atac/CoPA_21465_L3_R1.fastq.gz,atac/CoPA_21465_L3_R2.fastq.gz,ATAC
CoPA_21452_L4,atac/CoPA_21452_L4_R1.fastq.gz,atac/CoPA_21452_L4_R2.fastq.gz,ATAC
CoPA_21453_L4,atac/CoPA_21453_L4_R1.fastq.gz,atac/CoPA_21453_L4_R2.fastq.gz,ATAC
CoPA_21454_L4,atac/CoPA_21454_L4_R1.fastq.gz,atac/CoPA_21454_L4_R2.fastq.gz,ATAC
CoPA_21455_L4,atac/CoPA_21455_L4_R1.fastq.gz,atac/CoPA_21455_L4_R2.fastq.gz,ATAC
CoPA_21456_L4,atac/CoPA_21456_L4_R1.fastq.gz,atac/CoPA_21456_L4_R2.fastq.gz,ATAC
CoPA_21457_L4,atac/CoPA_21457_L4_R1.fastq.gz,atac/CoPA_21457_L4_R2.fastq.gz,ATAC
CoPA_21458_L4,atac/CoPA_21458_L4_R1.fastq.gz,atac/CoPA_21458_L4_R2.fastq.gz,ATAC
CoPA_21459_L4,atac/CoPA_21459_L4_R1.fastq.gz,atac/CoPA_21459_L4_R2.fastq.gz,ATAC
CoPA_21460_L4,atac/CoPA_21460_L4_R1.fastq.gz,atac/CoPA_21460_L4_R2.fastq.gz,ATAC
CoPA_21461_L4,atac/CoPA_21461_L4_R1.fastq.gz,atac/CoPA_21461_L4_R2.fastq.gz,ATAC
CoPA_21462_L4,atac/CoPA_21462_L4_R1.fastq.gz,atac/CoPA_21462_L4_R2.fastq.gz,ATAC
CoPA_21463_L4,atac/CoPA_21463_L4_R1.fastq.gz,atac/CoPA_21463_L4_R2.fastq.gz,ATAC
CoPA_21464_L4,atac/CoPA_21464_L4_R1.fastq.gz,atac/CoPA_21464_L4_R2.fastq.gz,ATAC
CoPA_21465_L4,atac/CoPA_21465_L4_R1.fastq.gz,atac/CoPA_21465_L4_R2.fastq.gz,ATAC
CoPA_15584_L1,mint/CoPA_15584_L1_R1.fastq.gz,mint/CoPA_15584_L1_R2.fastq.gz,Mint
CoPA_15583_L1,mint/CoPA_15583_L1_R1.fastq.gz,mint/CoPA_15583_L1_R2.fastq.gz,Mint
CoPA_15587_L1,mint/CoPA_15587_L1_R1.fastq.gz,mint/CoPA_15587_L1_R2.fastq.gz,Mint
CoPA_15588_L1,mint/CoPA_15588_L1_R1.fastq.gz,mint/CoPA_15588_L1_R2.fastq.gz,Mint
CoPA_15594_L1,mint/CoPA_15594_L1_R1.fastq.gz,mint/CoPA_15594_L1_R2.fastq.gz,Mint
CoPA_15593_L1,mint/CoPA_15593_L1_R1.fastq.gz,mint/CoPA_15593_L1_R2.fastq.gz,Mint
CoPA_15586_L1,mint/CoPA_15586_L1_R1.fastq.gz,mint/CoPA_15586_L1_R2.fastq.gz,Mint
CoPA_15585_L1,mint/CoPA_15585_L1_R1.fastq.gz,mint/CoPA_15585_L1_R2.fastq.gz,Mint
CoPA_15589_L1,mint/CoPA_15589_L1_R1.fastq.gz,mint/CoPA_15589_L1_R2.fastq.gz,Mint
CoPA_15590_L1,mint/CoPA_15590_L1_R1.fastq.gz,mint/CoPA_15590_L1_R2.fastq.gz,Mint
CoPA_15592_L1,mint/CoPA_15592_L1_R1.fastq.gz,mint/CoPA_15592_L1_R2.fastq.gz,Mint
CoPA_15591_L1,mint/CoPA_15591_L1_R1.fastq.gz,mint/CoPA_15591_L1_R2.fastq.gz,Mint
CoPA_15584_L2,mint/CoPA_15584_L2_R1.fastq.gz,mint/CoPA_15584_L2_R2.fastq.gz,Mint
CoPA_15583_L2,mint/CoPA_15583_L2_R1.fastq.gz,mint/CoPA_15583_L2_R2.fastq.gz,Mint
CoPA_15587_L2,mint/CoPA_15587_L2_R1.fastq.gz,mint/CoPA_15587_L2_R2.fastq.gz,Mint
CoPA_15588_L2,mint/CoPA_15588_L2_R1.fastq.gz,mint/CoPA_15588_L2_R2.fastq.gz,Mint
CoPA_15594_L2,mint/CoPA_15594_L2_R1.fastq.gz,mint/CoPA_15594_L2_R2.fastq.gz,Mint
CoPA_15593_L2,mint/CoPA_15593_L2_R1.fastq.gz,mint/CoPA_15593_L2_R2.fastq.gz,Mint
CoPA_15586_L2,mint/CoPA_15586_L2_R1.fastq.gz,mint/CoPA_15586_L2_R2.fastq.gz,Mint
CoPA_15585_L2,mint/CoPA_15585_L2_R1.fastq.gz,mint/CoPA_15585_L2_R2.fastq.gz,Mint
CoPA_15589_L2,mint/CoPA_15589_L2_R1.fastq.gz,mint/CoPA_15589_L2_R2.fastq.gz,Mint
CoPA_15590_L2,mint/CoPA_15590_L2_R1.fastq.gz,mint/CoPA_15590_L2_R2.fastq.gz,Mint
CoPA_15592_L2,mint/CoPA_15592_L2_R1.fastq.gz,mint/CoPA_15592_L2_R2.fastq.gz,Mint
CoPA_15591_L2,mint/CoPA_15591_L2_R1.fastq.gz,mint/CoPA_15591_L2_R2.fastq.gz,Mint
CoPA_17966_L1,mint/CoPA_17966_L1_R1.fastq.gz,mint/CoPA_17966_L1_R2.fastq.gz,Mint
CoPA_17967_L1,mint/CoPA_17967_L1_R1.fastq.gz,mint/CoPA_17967_L1_R2.fastq.gz,Mint
CoPA_17968_L1,mint/CoPA_17968_L1_R1.fastq.gz,mint/CoPA_17968_L1_R2.fastq.gz,Mint
CoPA_17969_L1,mint/CoPA_17969_L1_R1.fastq.gz,mint/CoPA_17969_L1_R2.fastq.gz,Mint
CoPA_17970_L1,mint/CoPA_17970_L1_R1.fastq.gz,mint/CoPA_17970_L1_R2.fastq.gz,Mint
CoPA_17971_L1,mint/CoPA_17971_L1_R1.fastq.gz,mint/CoPA_17971_L1_R2.fastq.gz,Mint
CoPA_17972_L1,mint/CoPA_17972_L1_R1.fastq.gz,mint/CoPA_17972_L1_R2.fastq.gz,Mint
CoPA_17973_L1,mint/CoPA_17973_L1_R1.fastq.gz,mint/CoPA_17973_L1_R2.fastq.gz,Mint
CoPA_17974_L1,mint/CoPA_17974_L1_R1.fastq.gz,mint/CoPA_17974_L1_R2.fastq.gz,Mint
CoPA_17975_L1,mint/CoPA_17975_L1_R1.fastq.gz,mint/CoPA_17975_L1_R2.fastq.gz,Mint
CoPA_17976_L1,mint/CoPA_17976_L1_R1.fastq.gz,mint/CoPA_17976_L1_R2.fastq.gz,Mint
CoPA_17977_L1,mint/CoPA_17977_L1_R1.fastq.gz,mint/CoPA_17977_L1_R2.fastq.gz,Mint
CoPA_17966_L2,mint/CoPA_17966_L2_R1.fastq.gz,mint/CoPA_17966_L2_R2.fastq.gz,Mint
CoPA_17967_L2,mint/CoPA_17967_L2_R1.fastq.gz,mint/CoPA_17967_L2_R2.fastq.gz,Mint
CoPA_17968_L2,mint/CoPA_17968_L2_R1.fastq.gz,mint/CoPA_17968_L2_R2.fastq.gz,Mint
CoPA_17969_L2,mint/CoPA_17969_L2_R1.fastq.gz,mint/CoPA_17969_L2_R2.fastq.gz,Mint
CoPA_17970_L2,mint/CoPA_17970_L2_R1.fastq.gz,mint/CoPA_17970_L2_R2.fastq.gz,Mint
CoPA_17971_L2,mint/CoPA_17971_L2_R1.fastq.gz,mint/CoPA_17971_L2_R2.fastq.gz,Mint
CoPA_17972_L2,mint/CoPA_17972_L2_R1.fastq.gz,mint/CoPA_17972_L2_R2.fastq.gz,Mint
CoPA_17973_L2,mint/CoPA_17973_L2_R1.fastq.gz,mint/CoPA_17973_L2_R2.fastq.gz,Mint
CoPA_17974_L2,mint/CoPA_17974_L2_R1.fastq.gz,mint/CoPA_17974_L2_R2.fastq.gz,Mint
CoPA_17975_L2,mint/CoPA_17975_L2_R1.fastq.gz,mint/CoPA_17975_L2_R2.fastq.gz,Mint
CoPA_17976_L2,mint/CoPA_17976_L2_R1.fastq.gz,mint/CoPA_17976_L2_R2.fastq.gz,Mint
CoPA_17977_L2,mint/CoPA_17977_L2_R1.fastq.gz,mint/CoPA_17977_L2_R2.fastq.gz,Mint
CoPA_18818_L1,mint/CoPA_18818_L1_R1.fastq.gz,mint/CoPA_18818_L1_R2.fastq.gz,Mint
CoPA_18819_L1,mint/CoPA_18819_L1_R1.fastq.gz,mint/CoPA_18819_L1_R2.fastq.gz,Mint
CoPA_18820_L1,mint/CoPA_18820_L1_R1.fastq.gz,mint/CoPA_18820_L1_R2.fastq.gz,Mint
CoPA_18821_L1,mint/CoPA_18821_L1_R1.fastq.gz,mint/CoPA_18821_L1_R2.fastq.gz,Mint
CoPA_18822_L1,mint/CoPA_18822_L1_R1.fastq.gz,mint/CoPA_18822_L1_R2.fastq.gz,Mint
CoPA_18823_L1,mint/CoPA_18823_L1_R1.fastq.gz,mint/CoPA_18823_L1_R2.fastq.gz,Mint
CoPA_18824_L1,mint/CoPA_18824_L1_R1.fastq.gz,mint/CoPA_18824_L1_R2.fastq.gz,Mint
CoPA_18825_L1,mint/CoPA_18825_L1_R1.fastq.gz,mint/CoPA_18825_L1_R2.fastq.gz,Mint
CoPA_18826_L1,mint/CoPA_18826_L1_R1.fastq.gz,mint/CoPA_18826_L1_R2.fastq.gz,Mint
CoPA_18827_L1,mint/CoPA_18827_L1_R1.fastq.gz,mint/CoPA_18827_L1_R2.fastq.gz,Mint
CoPA_18828_L1,mint/CoPA_18828_L1_R1.fastq.gz,mint/CoPA_18828_L1_R2.fastq.gz,Mint
CoPA_18829_L1,mint/CoPA_18829_L1_R1.fastq.gz,mint/CoPA_18829_L1_R2.fastq.gz,Mint
CoPA_18818_L2,mint/CoPA_18818_L2_R1.fastq.gz,mint/CoPA_18818_L2_R2.fastq.gz,Mint
CoPA_18819_L2,mint/CoPA_18819_L2_R1.fastq.gz,mint/CoPA_18819_L2_R2.fastq.gz,Mint
CoPA_18820_L2,mint/CoPA_18820_L2_R1.fastq.gz,mint/CoPA_18820_L2_R2.fastq.gz,Mint
CoPA_18821_L2,mint/CoPA_18821_L2_R1.fastq.gz,mint/CoPA_18821_L2_R2.fastq.gz,Mint
CoPA_18822_L2,mint/CoPA_18822_L2_R1.fastq.gz,mint/CoPA_18822_L2_R2.fastq.gz,Mint
CoPA_18823_L2,mint/CoPA_18823_L2_R1.fastq.gz,mint/CoPA_18823_L2_R2.fastq.gz,Mint
CoPA_18824_L2,mint/CoPA_18824_L2_R1.fastq.gz,mint/CoPA_18824_L2_R2.fastq.gz,Mint
CoPA_18825_L2,mint/CoPA_18825_L2_R1.fastq.gz,mint/CoPA_18825_L2_R2.fastq.gz,Mint
CoPA_18826_L2,mint/CoPA_18826_L2_R1.fastq.gz,mint/CoPA_18826_L2_R2.fastq.gz,Mint
CoPA_18827_L2,mint/CoPA_18827_L2_R1.fastq.gz,mint/CoPA_18827_L2_R2.fastq.gz,Mint
CoPA_18828_L2,mint/CoPA_18828_L2_R1.fastq.gz,mint/CoPA_18828_L2_R2.fastq.gz,Mint
CoPA_18829_L2,mint/CoPA_18829_L2_R1.fastq.gz,mint/CoPA_18829_L2_R2.fastq.gz,Mint
CoPA_18818_L3,mint/CoPA_18818_L3_R1.fastq.gz,mint/CoPA_18818_L3_R2.fastq.gz,Mint
CoPA_18819_L3,mint/CoPA_18819_L3_R1.fastq.gz,mint/CoPA_18819_L3_R2.fastq.gz,Mint
CoPA_18820_L3,mint/CoPA_18820_L3_R1.fastq.gz,mint/CoPA_18820_L3_R2.fastq.gz,Mint
CoPA_18821_L3,mint/CoPA_18821_L3_R1.fastq.gz,mint/CoPA_18821_L3_R2.fastq.gz,Mint
CoPA_18822_L3,mint/CoPA_18822_L3_R1.fastq.gz,mint/CoPA_18822_L3_R2.fastq.gz,Mint
CoPA_18823_L3,mint/CoPA_18823_L3_R1.fastq.gz,mint/CoPA_18823_L3_R2.fastq.gz,Mint
CoPA_18824_L3,mint/CoPA_18824_L3_R1.fastq.gz,mint/CoPA_18824_L3_R2.fastq.gz,Mint
CoPA_18825_L3,mint/CoPA_18825_L3_R1.fastq.gz,mint/CoPA_18825_L3_R2.fastq.gz,Mint
CoPA_18826_L3,mint/CoPA_18826_L3_R1.fastq.gz,mint/CoPA_18826_L3_R2.fastq.gz,Mint
CoPA_18827_L3,mint/CoPA_18827_L3_R1.fastq.gz,mint/CoPA_18827_L3_R2.fastq.gz,Mint
CoPA_18828_L3,mint/CoPA_18828_L3_R1.fastq.gz,mint/CoPA_18828_L3_R2.fastq.gz,Mint
CoPA_18829_L3,mint/CoPA_18829_L3_R1.fastq.gz,mint/CoPA_18829_L3_R2.fastq.gz,Mint
CoPA_18818_L4,mint/CoPA_18818_L4_R1.fastq.gz,mint/CoPA_18818_L4_R2.fastq.gz,Mint
CoPA_18819_L4,mint/CoPA_18819_L4_R1.fastq.gz,mint/CoPA_18819_L4_R2.fastq.gz,Mint
CoPA_18820_L4,mint/CoPA_18820_L4_R1.fastq.gz,mint/CoPA_18820_L4_R2.fastq.gz,Mint
CoPA_18821_L4,mint/CoPA_18821_L4_R1.fastq.gz,mint/CoPA_18821_L4_R2.fastq.gz,Mint
CoPA_18822_L4,mint/CoPA_18822_L4_R1.fastq.gz,mint/CoPA_18822_L4_R2.fastq.gz,Mint
CoPA_18823_L4,mint/CoPA_18823_L4_R1.fastq.gz,mint/CoPA_18823_L4_R2.fastq.gz,Mint
CoPA_18824_L4,mint/CoPA_18824_L4_R1.fastq.gz,mint/CoPA_18824_L4_R2.fastq.gz,Mint
CoPA_18825_L4,mint/CoPA_18825_L4_R1.fastq.gz,mint/CoPA_18825_L4_R2.fastq.gz,Mint
CoPA_18826_L4,mint/CoPA_18826_L4_R1.fastq.gz,mint/CoPA_18826_L4_R2.fastq.gz,Mint
CoPA_18827_L4,mint/CoPA_18827_L4_R1.fastq.gz,mint/CoPA_18827_L4_R2.fastq.gz,Mint
CoPA_18828_L4,mint/CoPA_18828_L4_R1.fastq.gz,mint/CoPA_18828_L4_R2.fastq.gz,Mint
CoPA_18829_L4,mint/CoPA_18829_L4_R1.fastq.gz,mint/CoPA_18829_L4_R2.fastq.gz,Mint
CoPA_19480_L1,mint/CoPA_19480_L1_R1.fastq.gz,mint/CoPA_19480_L1_R2.fastq.gz,Mint
CoPA_19481_L1,mint/CoPA_19481_L1_R1.fastq.gz,mint/CoPA_19481_L1_R2.fastq.gz,Mint
CoPA_19482_L1,mint/CoPA_19482_L1_R1.fastq.gz,mint/CoPA_19482_L1_R2.fastq.gz,Mint
CoPA_19483_L1,mint/CoPA_19483_L1_R1.fastq.gz,mint/CoPA_19483_L1_R2.fastq.gz,Mint
CoPA_19484_L1,mint/CoPA_19484_L1_R1.fastq.gz,mint/CoPA_19484_L1_R2.fastq.gz,Mint
CoPA_19485_L1,mint/CoPA_19485_L1_R1.fastq.gz,mint/CoPA_19485_L1_R2.fastq.gz,Mint
CoPA_19486_L1,mint/CoPA_19486_L1_R1.fastq.gz,mint/CoPA_19486_L1_R2.fastq.gz,Mint
CoPA_19487_L1,mint/CoPA_19487_L1_R1.fastq.gz,mint/CoPA_19487_L1_R2.fastq.gz,Mint
CoPA_19480_L2,mint/CoPA_19480_L2_R1.fastq.gz,mint/CoPA_19480_L2_R2.fastq.gz,Mint
CoPA_19481_L2,mint/CoPA_19481_L2_R1.fastq.gz,mint/CoPA_19481_L2_R2.fastq.gz,Mint
CoPA_19482_L2,mint/CoPA_19482_L2_R1.fastq.gz,mint/CoPA_19482_L2_R2.fastq.gz,Mint
CoPA_19483_L2,mint/CoPA_19483_L2_R1.fastq.gz,mint/CoPA_19483_L2_R2.fastq.gz,Mint
CoPA_19484_L2,mint/CoPA_19484_L2_R1.fastq.gz,mint/CoPA_19484_L2_R2.fastq.gz,Mint
CoPA_19485_L2,mint/CoPA_19485_L2_R1.fastq.gz,mint/CoPA_19485_L2_R2.fastq.gz,Mint
CoPA_19486_L2,mint/CoPA_19486_L2_R1.fastq.gz,mint/CoPA_19486_L2_R2.fastq.gz,Mint
CoPA_19487_L2,mint/CoPA_19487_L2_R1.fastq.gz,mint/CoPA_19487_L2_R2.fastq.gz,Mint
CoPA_19480_L3,mint/CoPA_19480_L3_R1.fastq.gz,mint/CoPA_19480_L3_R2.fastq.gz,Mint
CoPA_19481_L3,mint/CoPA_19481_L3_R1.fastq.gz,mint/CoPA_19481_L3_R2.fastq.gz,Mint
CoPA_19482_L3,mint/CoPA_19482_L3_R1.fastq.gz,mint/CoPA_19482_L3_R2.fastq.gz,Mint
CoPA_19483_L3,mint/CoPA_19483_L3_R1.fastq.gz,mint/CoPA_19483_L3_R2.fastq.gz,Mint
CoPA_19484_L3,mint/CoPA_19484_L3_R1.fastq.gz,mint/CoPA_19484_L3_R2.fastq.gz,Mint
CoPA_19485_L3,mint/CoPA_19485_L3_R1.fastq.gz,mint/CoPA_19485_L3_R2.fastq.gz,Mint
CoPA_19486_L3,mint/CoPA_19486_L3_R1.fastq.gz,mint/CoPA_19486_L3_R2.fastq.gz,Mint
CoPA_19487_L3,mint/CoPA_19487_L3_R1.fastq.gz,mint/CoPA_19487_L3_R2.fastq.gz,Mint
CoPA_19480_L4,mint/CoPA_19480_L4_R1.fastq.gz,mint/CoPA_19480_L4_R2.fastq.gz,Mint
CoPA_19481_L4,mint/CoPA_19481_L4_R1.fastq.gz,mint/CoPA_19481_L4_R2.fastq.gz,Mint
CoPA_19482_L4,mint/CoPA_19482_L4_R1.fastq.gz,mint/CoPA_19482_L4_R2.fastq.gz,Mint
CoPA_19483_L4,mint/CoPA_19483_L4_R1.fastq.gz,mint/CoPA_19483_L4_R2.fastq.gz,Mint
CoPA_19484_L4,mint/CoPA_19484_L4_R1.fastq.gz,mint/CoPA_19484_L4_R2.fastq.gz,Mint
CoPA_19485_L4,mint/CoPA_19485_L4_R1.fastq.gz,mint/CoPA_19485_L4_R2.fastq.gz,Mint
CoPA_19486_L4,mint/CoPA_19486_L4_R1.fastq.gz,mint/CoPA_19486_L4_R2.fastq.gz,Mint
CoPA_19487_L4,mint/CoPA_19487_L4_R1.fastq.gz,mint/CoPA_19487_L4_R2.fastq.gz,Mint
CoPA_20017_L1,mint/CoPA_20017_L1_R1.fastq.gz,mint/CoPA_20017_L1_R2.fastq.gz,Mint
CoPA_20018_L1,mint/CoPA_20018_L1_R1.fastq.gz,mint/CoPA_20018_L1_R2.fastq.gz,Mint
CoPA_20019_L1,mint/CoPA_20019_L1_R1.fastq.gz,mint/CoPA_20019_L1_R2.fastq.gz,Mint
CoPA_20020_L1,mint/CoPA_20020_L1_R1.fastq.gz,mint/CoPA_20020_L1_R2.fastq.gz,Mint
CoPA_20021_L1,mint/CoPA_20021_L1_R1.fastq.gz,mint/CoPA_20021_L1_R2.fastq.gz,Mint
CoPA_20022_L1,mint/CoPA_20022_L1_R1.fastq.gz,mint/CoPA_20022_L1_R2.fastq.gz,Mint
CoPA_20023_L1,mint/CoPA_20023_L1_R1.fastq.gz,mint/CoPA_20023_L1_R2.fastq.gz,Mint
CoPA_20024_L1,mint/CoPA_20024_L1_R1.fastq.gz,mint/CoPA_20024_L1_R2.fastq.gz,Mint
CoPA_20025_L1,mint/CoPA_20025_L1_R1.fastq.gz,mint/CoPA_20025_L1_R2.fastq.gz,Mint
CoPA_20026_L1,mint/CoPA_20026_L1_R1.fastq.gz,mint/CoPA_20026_L1_R2.fastq.gz,Mint
CoPA_20027_L1,mint/CoPA_20027_L1_R1.fastq.gz,mint/CoPA_20027_L1_R2.fastq.gz,Mint
CoPA_20028_L1,mint/CoPA_20028_L1_R1.fastq.gz,mint/CoPA_20028_L1_R2.fastq.gz,Mint
CoPA_20029_L1,mint/CoPA_20029_L1_R1.fastq.gz,mint/CoPA_20029_L1_R2.fastq.gz,Mint
CoPA_20030_L1,mint/CoPA_20030_L1_R1.fastq.gz,mint/CoPA_20030_L1_R2.fastq.gz,Mint
CoPA_20031_L1,mint/CoPA_20031_L1_R1.fastq.gz,mint/CoPA_20031_L1_R2.fastq.gz,Mint
CoPA_20032_L1,mint/CoPA_20032_L1_R1.fastq.gz,mint/CoPA_20032_L1_R2.fastq.gz,Mint
CoPA_20017_L2,mint/CoPA_20017_L2_R1.fastq.gz,mint/CoPA_20017_L2_R2.fastq.gz,Mint
CoPA_20018_L2,mint/CoPA_20018_L2_R1.fastq.gz,mint/CoPA_20018_L2_R2.fastq.gz,Mint
CoPA_20019_L2,mint/CoPA_20019_L2_R1.fastq.gz,mint/CoPA_20019_L2_R2.fastq.gz,Mint
CoPA_20020_L2,mint/CoPA_20020_L2_R1.fastq.gz,mint/CoPA_20020_L2_R2.fastq.gz,Mint
CoPA_20021_L2,mint/CoPA_20021_L2_R1.fastq.gz,mint/CoPA_20021_L2_R2.fastq.gz,Mint
CoPA_20022_L2,mint/CoPA_20022_L2_R1.fastq.gz,mint/CoPA_20022_L2_R2.fastq.gz,Mint
CoPA_20023_L2,mint/CoPA_20023_L2_R1.fastq.gz,mint/CoPA_20023_L2_R2.fastq.gz,Mint
CoPA_20024_L2,mint/CoPA_20024_L2_R1.fastq.gz,mint/CoPA_20024_L2_R2.fastq.gz,Mint
CoPA_20025_L2,mint/CoPA_20025_L2_R1.fastq.gz,mint/CoPA_20025_L2_R2.fastq.gz,Mint
CoPA_20026_L2,mint/CoPA_20026_L2_R1.fastq.gz,mint/CoPA_20026_L2_R2.fastq.gz,Mint
CoPA_20027_L2,mint/CoPA_20027_L2_R1.fastq.gz,mint/CoPA_20027_L2_R2.fastq.gz,Mint
CoPA_20028_L2,mint/CoPA_20028_L2_R1.fastq.gz,mint/CoPA_20028_L2_R2.fastq.gz,Mint
CoPA_20029_L2,mint/CoPA_20029_L2_R1.fastq.gz,mint/CoPA_20029_L2_R2.fastq.gz,Mint
CoPA_20030_L2,mint/CoPA_20030_L2_R1.fastq.gz,mint/CoPA_20030_L2_R2.fastq.gz,Mint
CoPA_20031_L2,mint/CoPA_20031_L2_R1.fastq.gz,mint/CoPA_20031_L2_R2.fastq.gz,Mint
CoPA_20032_L2,mint/CoPA_20032_L2_R1.fastq.gz,mint/CoPA_20032_L2_R2.fastq.gz,Mint
CoPA_20017_L3,mint/CoPA_20017_L3_R1.fastq.gz,mint/CoPA_20017_L3_R2.fastq.gz,Mint
CoPA_20018_L3,mint/CoPA_20018_L3_R1.fastq.gz,mint/CoPA_20018_L3_R2.fastq.gz,Mint
CoPA_20019_L3,mint/CoPA_20019_L3_R1.fastq.gz,mint/CoPA_20019_L3_R2.fastq.gz,Mint
CoPA_20020_L3,mint/CoPA_20020_L3_R1.fastq.gz,mint/CoPA_20020_L3_R2.fastq.gz,Mint
CoPA_20021_L3,mint/CoPA_20021_L3_R1.fastq.gz,mint/CoPA_20021_L3_R2.fastq.gz,Mint
CoPA_20022_L3,mint/CoPA_20022_L3_R1.fastq.gz,mint/CoPA_20022_L3_R2.fastq.gz,Mint
CoPA_20023_L3,mint/CoPA_20023_L3_R1.fastq.gz,mint/CoPA_20023_L3_R2.fastq.gz,Mint
CoPA_20024_L3,mint/CoPA_20024_L3_R1.fastq.gz,mint/CoPA_20024_L3_R2.fastq.gz,Mint
CoPA_20025_L3,mint/CoPA_20025_L3_R1.fastq.gz,mint/CoPA_20025_L3_R2.fastq.gz,Mint
CoPA_20026_L3,mint/CoPA_20026_L3_R1.fastq.gz,mint/CoPA_20026_L3_R2.fastq.gz,Mint
CoPA_20027_L3,mint/CoPA_20027_L3_R1.fastq.gz,mint/CoPA_20027_L3_R2.fastq.gz,Mint
CoPA_20028_L3,mint/CoPA_20028_L3_R1.fastq.gz,mint/CoPA_20028_L3_R2.fastq.gz,Mint
CoPA_20029_L3,mint/CoPA_20029_L3_R1.fastq.gz,mint/CoPA_20029_L3_R2.fastq.gz,Mint
CoPA_20030_L3,mint/CoPA_20030_L3_R1.fastq.gz,mint/CoPA_20030_L3_R2.fastq.gz,Mint
CoPA_20031_L3,mint/CoPA_20031_L3_R1.fastq.gz,mint/CoPA_20031_L3_R2.fastq.gz,Mint
