copa,R1_filename,R2_filename,Expt
CoPA_20127_L1,mint/CoPA_20127_L1_R1.fastq.gz,mint/CoPA_20127_L1_R2.fastq.gz,Mint
CoPA_20128_L1,mint/CoPA_20128_L1_R1.fastq.gz,mint/CoPA_20128_L1_R2.fastq.gz,Mint
CoPA_20129_L1,mint/CoPA_20129_L1_R1.fastq.gz,mint/CoPA_20129_L1_R2.fastq.gz,Mint
CoPA_20130_L1,mint/CoPA_20130_L1_R1.fastq.gz,mint/CoPA_20130_L1_R2.fastq.gz,Mint
CoPA_20131_L1,mint/CoPA_20131_L1_R1.fastq.gz,mint/CoPA_20131_L1_R2.fastq.gz,Mint
CoPA_20132_L1,mint/CoPA_20132_L1_R1.fastq.gz,mint/CoPA_20132_L1_R2.fastq.gz,Mint
CoPA_20133_L1,mint/CoPA_20133_L1_R1.fastq.gz,mint/CoPA_20133_L1_R2.fastq.gz,Mint
CoPA_20134_L1,mint/CoPA_20134_L1_R1.fastq.gz,mint/CoPA_20134_L1_R2.fastq.gz,Mint
CoPA_20135_L1,mint/CoPA_20135_L1_R1.fastq.gz,mint/CoPA_20135_L1_R2.fastq.gz,Mint
CoPA_20136_L1,mint/CoPA_20136_L1_R1.fastq.gz,mint/CoPA_20136_L1_R2.fastq.gz,Mint
CoPA_20137_L1,mint/CoPA_20137_L1_R1.fastq.gz,mint/CoPA_20137_L1_R2.fastq.gz,Mint
CoPA_20138_L1,mint/CoPA_20138_L1_R1.fastq.gz,mint/CoPA_20138_L1_R2.fastq.gz,Mint
CoPA_20139_L1,mint/CoPA_20139_L1_R1.fastq.gz,mint/CoPA_20139_L1_R2.fastq.gz,Mint
CoPA_20140_L1,mint/CoPA_20140_L1_R1.fastq.gz,mint/CoPA_20140_L1_R2.fastq.gz,Mint
CoPA_20141_L1,mint/CoPA_20141_L1_R1.fastq.gz,mint/CoPA_20141_L1_R2.fastq.gz,Mint
CoPA_20142_L1,mint/CoPA_20142_L1_R1.fastq.gz,mint/CoPA_20142_L1_R2.fastq.gz,Mint
CoPA_20143_L1,mint/CoPA_20143_L1_R1.fastq.gz,mint/CoPA_20143_L1_R2.fastq.gz,Mint
CoPA_20144_L1,mint/CoPA_20144_L1_R1.fastq.gz,mint/CoPA_20144_L1_R2.fastq.gz,Mint
CoPA_20145_L1,mint/CoPA_20145_L1_R1.fastq.gz,mint/CoPA_20145_L1_R2.fastq.gz,Mint
CoPA_20146_L1,mint/CoPA_20146_L1_R1.fastq.gz,mint/CoPA_20146_L1_R2.fastq.gz,Mint
CoPA_20147_L1,mint/CoPA_20147_L1_R1.fastq.gz,mint/CoPA_20147_L1_R2.fastq.gz,Mint
CoPA_20148_L1,mint/CoPA_20148_L1_R1.fastq.gz,mint/CoPA_20148_L1_R2.fastq.gz,Mint
CoPA_20117_L2,mint/CoPA_20117_L2_R1.fastq.gz,mint/CoPA_20117_L2_R2.fastq.gz,Mint
CoPA_20118_L2,mint/CoPA_20118_L2_R1.fastq.gz,mint/CoPA_20118_L2_R2.fastq.gz,Mint
CoPA_20119_L2,mint/CoPA_20119_L2_R1.fastq.gz,mint/CoPA_20119_L2_R2.fastq.gz,Mint
CoPA_20120_L2,mint/CoPA_20120_L2_R1.fastq.gz,mint/CoPA_20120_L2_R2.fastq.gz,Mint
CoPA_20121_L2,mint/CoPA_20121_L2_R1.fastq.gz,mint/CoPA_20121_L2_R2.fastq.gz,Mint
CoPA_20122_L2,mint/CoPA_20122_L2_R1.fastq.gz,mint/CoPA_20122_L2_R2.fastq.gz,Mint
CoPA_20123_L2,mint/CoPA_20123_L2_R1.fastq.gz,mint/CoPA_20123_L2_R2.fastq.gz,Mint
CoPA_20124_L2,mint/CoPA_20124_L2_R1.fastq.gz,mint/CoPA_20124_L2_R2.fastq.gz,Mint
CoPA_20125_L2,mint/CoPA_20125_L2_R1.fastq.gz,mint/CoPA_20125_L2_R2.fastq.gz,Mint
CoPA_20126_L2,mint/CoPA_20126_L2_R1.fastq.gz,mint/CoPA_20126_L2_R2.fastq.gz,Mint
CoPA_20127_L2,mint/CoPA_20127_L2_R1.fastq.gz,mint/CoPA_20127_L2_R2.fastq.gz,Mint
CoPA_20128_L2,mint/CoPA_20128_L2_R1.fastq.gz,mint/CoPA_20128_L2_R2.fastq.gz,Mint
CoPA_20129_L2,mint/CoPA_20129_L2_R1.fastq.gz,mint/CoPA_20129_L2_R2.fastq.gz,Mint
CoPA_20130_L2,mint/CoPA_20130_L2_R1.fastq.gz,mint/CoPA_20130_L2_R2.fastq.gz,Mint
CoPA_20131_L2,mint/CoPA_20131_L2_R1.fastq.gz,mint/CoPA_20131_L2_R2.fastq.gz,Mint
CoPA_20132_L2,mint/CoPA_20132_L2_R1.fastq.gz,mint/CoPA_20132_L2_R2.fastq.gz,Mint
CoPA_20133_L2,mint/CoPA_20133_L2_R1.fastq.gz,mint/CoPA_20133_L2_R2.fastq.gz,Mint
CoPA_20134_L2,mint/CoPA_20134_L2_R1.fastq.gz,mint/CoPA_20134_L2_R2.fastq.gz,Mint
CoPA_20135_L2,mint/CoPA_20135_L2_R1.fastq.gz,mint/CoPA_20135_L2_R2.fastq.gz,Mint
CoPA_20136_L2,mint/CoPA_20136_L2_R1.fastq.gz,mint/CoPA_20136_L2_R2.fastq.gz,Mint
CoPA_20137_L2,mint/CoPA_20137_L2_R1.fastq.gz,mint/CoPA_20137_L2_R2.fastq.gz,Mint
CoPA_20138_L2,mint/CoPA_20138_L2_R1.fastq.gz,mint/CoPA_20138_L2_R2.fastq.gz,Mint
CoPA_20139_L2,mint/CoPA_20139_L2_R1.fastq.gz,mint/CoPA_20139_L2_R2.fastq.gz,Mint
CoPA_20140_L2,mint/CoPA_20140_L2_R1.fastq.gz,mint/CoPA_20140_L2_R2.fastq.gz,Mint
CoPA_20141_L2,mint/CoPA_20141_L2_R1.fastq.gz,mint/CoPA_20141_L2_R2.fastq.gz,Mint
CoPA_20142_L2,mint/CoPA_20142_L2_R1.fastq.gz,mint/CoPA_20142_L2_R2.fastq.gz,Mint
CoPA_20143_L2,mint/CoPA_20143_L2_R1.fastq.gz,mint/CoPA_20143_L2_R2.fastq.gz,Mint
CoPA_20144_L2,mint/CoPA_20144_L2_R1.fastq.gz,mint/CoPA_20144_L2_R2.fastq.gz,Mint
CoPA_20145_L2,mint/CoPA_20145_L2_R1.fastq.gz,mint/CoPA_20145_L2_R2.fastq.gz,Mint
CoPA_20146_L2,mint/CoPA_20146_L2_R1.fastq.gz,mint/CoPA_20146_L2_R2.fastq.gz,Mint
CoPA_20147_L2,mint/CoPA_20147_L2_R1.fastq.gz,mint/CoPA_20147_L2_R2.fastq.gz,Mint
CoPA_20148_L2,mint/CoPA_20148_L2_R1.fastq.gz,mint/CoPA_20148_L2_R2.fastq.gz,Mint
CoPA_20117_L3,mint/CoPA_20117_L3_R1.fastq.gz,mint/CoPA_20117_L3_R2.fastq.gz,Mint
CoPA_20118_L3,mint/CoPA_20118_L3_R1.fastq.gz,mint/CoPA_20118_L3_R2.fastq.gz,Mint
CoPA_20119_L3,mint/CoPA_20119_L3_R1.fastq.gz,mint/CoPA_20119_L3_R2.fastq.gz,Mint
CoPA_20120_L3,mint/CoPA_20120_L3_R1.fastq.gz,mint/CoPA_20120_L3_R2.fastq.gz,Mint
CoPA_20121_L3,mint/CoPA_20121_L3_R1.fastq.gz,mint/CoPA_20121_L3_R2.fastq.gz,Mint
CoPA_20122_L3,mint/CoPA_20122_L3_R1.fastq.gz,mint/CoPA_20122_L3_R2.fastq.gz,Mint
CoPA_20123_L3,mint/CoPA_20123_L3_R1.fastq.gz,mint/CoPA_20123_L3_R2.fastq.gz,Mint
CoPA_20124_L3,mint/CoPA_20124_L3_R1.fastq.gz,mint/CoPA_20124_L3_R2.fastq.gz,Mint
CoPA_20125_L3,mint/CoPA_20125_L3_R1.fastq.gz,mint/CoPA_20125_L3_R2.fastq.gz,Mint
CoPA_20126_L3,mint/CoPA_20126_L3_R1.fastq.gz,mint/CoPA_20126_L3_R2.fastq.gz,Mint
CoPA_20127_L3,mint/CoPA_20127_L3_R1.fastq.gz,mint/CoPA_20127_L3_R2.fastq.gz,Mint
CoPA_20128_L3,mint/CoPA_20128_L3_R1.fastq.gz,mint/CoPA_20128_L3_R2.fastq.gz,Mint
CoPA_20129_L3,mint/CoPA_20129_L3_R1.fastq.gz,mint/CoPA_20129_L3_R2.fastq.gz,Mint
CoPA_20130_L3,mint/CoPA_20130_L3_R1.fastq.gz,mint/CoPA_20130_L3_R2.fastq.gz,Mint
CoPA_20131_L3,mint/CoPA_20131_L3_R1.fastq.gz,mint/CoPA_20131_L3_R2.fastq.gz,Mint
CoPA_20132_L3,mint/CoPA_20132_L3_R1.fastq.gz,mint/CoPA_20132_L3_R2.fastq.gz,Mint
CoPA_20133_L3,mint/CoPA_20133_L3_R1.fastq.gz,mint/CoPA_20133_L3_R2.fastq.gz,Mint
CoPA_20134_L3,mint/CoPA_20134_L3_R1.fastq.gz,mint/CoPA_20134_L3_R2.fastq.gz,Mint
CoPA_20135_L3,mint/CoPA_20135_L3_R1.fastq.gz,mint/CoPA_20135_L3_R2.fastq.gz,Mint
CoPA_20136_L3,mint/CoPA_20136_L3_R1.fastq.gz,mint/CoPA_20136_L3_R2.fastq.gz,Mint
CoPA_20137_L3,mint/CoPA_20137_L3_R1.fastq.gz,mint/CoPA_20137_L3_R2.fastq.gz,Mint
CoPA_20138_L3,mint/CoPA_20138_L3_R1.fastq.gz,mint/CoPA_20138_L3_R2.fastq.gz,Mint
CoPA_20139_L3,mint/CoPA_20139_L3_R1.fastq.gz,mint/CoPA_20139_L3_R2.fastq.gz,Mint
CoPA_20140_L3,mint/CoPA_20140_L3_R1.fastq.gz,mint/CoPA_20140_L3_R2.fastq.gz,Mint
CoPA_20141_L3,mint/CoPA_20141_L3_R1.fastq.gz,mint/CoPA_20141_L3_R2.fastq.gz,Mint
CoPA_20142_L3,mint/CoPA_20142_L3_R1.fastq.gz,mint/CoPA_20142_L3_R2.fastq.gz,Mint
CoPA_20143_L3,mint/CoPA_20143_L3_R1.fastq.gz,mint/CoPA_20143_L3_R2.fastq.gz,Mint
CoPA_20144_L3,mint/CoPA_20144_L3_R1.fastq.gz,mint/CoPA_20144_L3_R2.fastq.gz,Mint
CoPA_20145_L3,mint/CoPA_20145_L3_R1.fastq.gz,mint/CoPA_20145_L3_R2.fastq.gz,Mint
CoPA_20146_L3,mint/CoPA_20146_L3_R1.fastq.gz,mint/CoPA_20146_L3_R2.fastq.gz,Mint
CoPA_20147_L3,mint/CoPA_20147_L3_R1.fastq.gz,mint/CoPA_20147_L3_R2.fastq.gz,Mint
CoPA_20148_L3,mint/CoPA_20148_L3_R1.fastq.gz,mint/CoPA_20148_L3_R2.fastq.gz,Mint
CoPA_20117_L4,mint/CoPA_20117_L4_R1.fastq.gz,mint/CoPA_20117_L4_R2.fastq.gz,Mint
CoPA_20118_L4,mint/CoPA_20118_L4_R1.fastq.gz,mint/CoPA_20118_L4_R2.fastq.gz,Mint
CoPA_20119_L4,mint/CoPA_20119_L4_R1.fastq.gz,mint/CoPA_20119_L4_R2.fastq.gz,Mint
CoPA_20120_L4,mint/CoPA_20120_L4_R1.fastq.gz,mint/CoPA_20120_L4_R2.fastq.gz,Mint
CoPA_20121_L4,mint/CoPA_20121_L4_R1.fastq.gz,mint/CoPA_20121_L4_R2.fastq.gz,Mint
CoPA_20122_L4,mint/CoPA_20122_L4_R1.fastq.gz,mint/CoPA_20122_L4_R2.fastq.gz,Mint
CoPA_20123_L4,mint/CoPA_20123_L4_R1.fastq.gz,mint/CoPA_20123_L4_R2.fastq.gz,Mint
CoPA_20124_L4,mint/CoPA_20124_L4_R1.fastq.gz,mint/CoPA_20124_L4_R2.fastq.gz,Mint
CoPA_20125_L4,mint/CoPA_20125_L4_R1.fastq.gz,mint/CoPA_20125_L4_R2.fastq.gz,Mint
CoPA_20126_L4,mint/CoPA_20126_L4_R1.fastq.gz,mint/CoPA_20126_L4_R2.fastq.gz,Mint
CoPA_20127_L4,mint/CoPA_20127_L4_R1.fastq.gz,mint/CoPA_20127_L4_R2.fastq.gz,Mint
CoPA_20128_L4,mint/CoPA_20128_L4_R1.fastq.gz,mint/CoPA_20128_L4_R2.fastq.gz,Mint
CoPA_20129_L4,mint/CoPA_20129_L4_R1.fastq.gz,mint/CoPA_20129_L4_R2.fastq.gz,Mint
CoPA_20130_L4,mint/CoPA_20130_L4_R1.fastq.gz,mint/CoPA_20130_L4_R2.fastq.gz,Mint
CoPA_20131_L4,mint/CoPA_20131_L4_R1.fastq.gz,mint/CoPA_20131_L4_R2.fastq.gz,Mint
CoPA_20132_L4,mint/CoPA_20132_L4_R1.fastq.gz,mint/CoPA_20132_L4_R2.fastq.gz,Mint
CoPA_20133_L4,mint/CoPA_20133_L4_R1.fastq.gz,mint/CoPA_20133_L4_R2.fastq.gz,Mint
CoPA_20134_L4,mint/CoPA_20134_L4_R1.fastq.gz,mint/CoPA_20134_L4_R2.fastq.gz,Mint
CoPA_20135_L4,mint/CoPA_20135_L4_R1.fastq.gz,mint/CoPA_20135_L4_R2.fastq.gz,Mint
CoPA_20136_L4,mint/CoPA_20136_L4_R1.fastq.gz,mint/CoPA_20136_L4_R2.fastq.gz,Mint
CoPA_20137_L4,mint/CoPA_20137_L4_R1.fastq.gz,mint/CoPA_20137_L4_R2.fastq.gz,Mint
CoPA_20138_L4,mint/CoPA_20138_L4_R1.fastq.gz,mint/CoPA_20138_L4_R2.fastq.gz,Mint
CoPA_20139_L4,mint/CoPA_20139_L4_R1.fastq.gz,mint/CoPA_20139_L4_R2.fastq.gz,Mint
CoPA_20140_L4,mint/CoPA_20140_L4_R1.fastq.gz,mint/CoPA_20140_L4_R2.fastq.gz,Mint
CoPA_20141_L4,mint/CoPA_20141_L4_R1.fastq.gz,mint/CoPA_20141_L4_R2.fastq.gz,Mint
CoPA_20142_L4,mint/CoPA_20142_L4_R1.fastq.gz,mint/CoPA_20142_L4_R2.fastq.gz,Mint
CoPA_20143_L4,mint/CoPA_20143_L4_R1.fastq.gz,mint/CoPA_20143_L4_R2.fastq.gz,Mint
CoPA_20144_L4,mint/CoPA_20144_L4_R1.fastq.gz,mint/CoPA_20144_L4_R2.fastq.gz,Mint
CoPA_20145_L4,mint/CoPA_20145_L4_R1.fastq.gz,mint/CoPA_20145_L4_R2.fastq.gz,Mint
CoPA_20146_L4,mint/CoPA_20146_L4_R1.fastq.gz,mint/CoPA_20146_L4_R2.fastq.gz,Mint
CoPA_20147_L4,mint/CoPA_20147_L4_R1.fastq.gz,mint/CoPA_20147_L4_R2.fastq.gz,Mint
CoPA_20148_L4,mint/CoPA_20148_L4_R1.fastq.gz,mint/CoPA_20148_L4_R2.fastq.gz,Mint
CoPA_20327_L1,mint/CoPA_20327_L1_R1.fastq.gz,mint/CoPA_20327_L1_R2.fastq.gz,Mint
CoPA_20328_L1,mint/CoPA_20328_L1_R1.fastq.gz,mint/CoPA_20328_L1_R2.fastq.gz,Mint
CoPA_20329_L1,mint/CoPA_20329_L1_R1.fastq.gz,mint/CoPA_20329_L1_R2.fastq.gz,Mint
CoPA_20330_L1,mint/CoPA_20330_L1_R1.fastq.gz,mint/CoPA_20330_L1_R2.fastq.gz,Mint
CoPA_20331_L1,mint/CoPA_20331_L1_R1.fastq.gz,mint/CoPA_20331_L1_R2.fastq.gz,Mint
CoPA_20332_L1,mint/CoPA_20332_L1_R1.fastq.gz,mint/CoPA_20332_L1_R2.fastq.gz,Mint
CoPA_20333_L1,mint/CoPA_20333_L1_R1.fastq.gz,mint/CoPA_20333_L1_R2.fastq.gz,Mint
CoPA_20334_L1,mint/CoPA_20334_L1_R1.fastq.gz,mint/CoPA_20334_L1_R2.fastq.gz,Mint
CoPA_20335_L1,mint/CoPA_20335_L1_R1.fastq.gz,mint/CoPA_20335_L1_R2.fastq.gz,Mint
CoPA_20336_L1,mint/CoPA_20336_L1_R1.fastq.gz,mint/CoPA_20336_L1_R2.fastq.gz,Mint
CoPA_20337_L1,mint/CoPA_20337_L1_R1.fastq.gz,mint/CoPA_20337_L1_R2.fastq.gz,Mint
CoPA_20338_L1,mint/CoPA_20338_L1_R1.fastq.gz,mint/CoPA_20338_L1_R2.fastq.gz,Mint
CoPA_20339_L1,mint/CoPA_20339_L1_R1.fastq.gz,mint/CoPA_20339_L1_R2.fastq.gz,Mint
CoPA_20340_L1,mint/CoPA_20340_L1_R1.fastq.gz,mint/CoPA_20340_L1_R2.fastq.gz,Mint
CoPA_20341_L1,mint/CoPA_20341_L1_R1.fastq.gz,mint/CoPA_20341_L1_R2.fastq.gz,Mint
CoPA_20342_L1,mint/CoPA_20342_L1_R1.fastq.gz,mint/CoPA_20342_L1_R2.fastq.gz,Mint
CoPA_20343_L1,mint/CoPA_20343_L1_R1.fastq.gz,mint/CoPA_20343_L1_R2.fastq.gz,Mint
CoPA_20344_L1,mint/CoPA_20344_L1_R1.fastq.gz,mint/CoPA_20344_L1_R2.fastq.gz,Mint
CoPA_20345_L1,mint/CoPA_20345_L1_R1.fastq.gz,mint/CoPA_20345_L1_R2.fastq.gz,Mint
CoPA_20346_L1,mint/CoPA_20346_L1_R1.fastq.gz,mint/CoPA_20346_L1_R2.fastq.gz,Mint
CoPA_20347_L1,mint/CoPA_20347_L1_R1.fastq.gz,mint/CoPA_20347_L1_R2.fastq.gz,Mint
CoPA_20348_L1,mint/CoPA_20348_L1_R1.fastq.gz,mint/CoPA_20348_L1_R2.fastq.gz,Mint
CoPA_20349_L1,mint/CoPA_20349_L1_R1.fastq.gz,mint/CoPA_20349_L1_R2.fastq.gz,Mint
CoPA_20350_L1,mint/CoPA_20350_L1_R1.fastq.gz,mint/CoPA_20350_L1_R2.fastq.gz,Mint
CoPA_20351_L1,mint/CoPA_20351_L1_R1.fastq.gz,mint/CoPA_20351_L1_R2.fastq.gz,Mint
CoPA_20352_L1,mint/CoPA_20352_L1_R1.fastq.gz,mint/CoPA_20352_L1_R2.fastq.gz,Mint
CoPA_20353_L1,mint/CoPA_20353_L1_R1.fastq.gz,mint/CoPA_20353_L1_R2.fastq.gz,Mint
CoPA_20354_L1,mint/CoPA_20354_L1_R1.fastq.gz,mint/CoPA_20354_L1_R2.fastq.gz,Mint
CoPA_20355_L1,mint/CoPA_20355_L1_R1.fastq.gz,mint/CoPA_20355_L1_R2.fastq.gz,Mint
CoPA_20356_L1,mint/CoPA_20356_L1_R1.fastq.gz,mint/CoPA_20356_L1_R2.fastq.gz,Mint
CoPA_20357_L1,mint/CoPA_20357_L1_R1.fastq.gz,mint/CoPA_20357_L1_R2.fastq.gz,Mint
CoPA_20358_L1,mint/CoPA_20358_L1_R1.fastq.gz,mint/CoPA_20358_L1_R2.fastq.gz,Mint
CoPA_20359_L1,mint/CoPA_20359_L1_R1.fastq.gz,mint/CoPA_20359_L1_R2.fastq.gz,Mint
CoPA_20360_L1,mint/CoPA_20360_L1_R1.fastq.gz,mint/CoPA_20360_L1_R2.fastq.gz,Mint
CoPA_20361_L1,mint/CoPA_20361_L1_R1.fastq.gz,mint/CoPA_20361_L1_R2.fastq.gz,Mint
CoPA_20362_L1,mint/CoPA_20362_L1_R1.fastq.gz,mint/CoPA_20362_L1_R2.fastq.gz,Mint
CoPA_20363_L1,mint/CoPA_20363_L1_R1.fastq.gz,mint/CoPA_20363_L1_R2.fastq.gz,Mint
CoPA_20364_L1,mint/CoPA_20364_L1_R1.fastq.gz,mint/CoPA_20364_L1_R2.fastq.gz,Mint
CoPA_20365_L1,mint/CoPA_20365_L1_R1.fastq.gz,mint/CoPA_20365_L1_R2.fastq.gz,Mint
CoPA_20366_L1,mint/CoPA_20366_L1_R1.fastq.gz,mint/CoPA_20366_L1_R2.fastq.gz,Mint
CoPA_20367_L1,mint/CoPA_20367_L1_R1.fastq.gz,mint/CoPA_20367_L1_R2.fastq.gz,Mint
CoPA_20368_L1,mint/CoPA_20368_L1_R1.fastq.gz,mint/CoPA_20368_L1_R2.fastq.gz,Mint
CoPA_20327_L2,mint/CoPA_20327_L2_R1.fastq.gz,mint/CoPA_20327_L2_R2.fastq.gz,Mint
CoPA_20328_L2,mint/CoPA_20328_L2_R1.fastq.gz,mint/CoPA_20328_L2_R2.fastq.gz,Mint
CoPA_20329_L2,mint/CoPA_20329_L2_R1.fastq.gz,mint/CoPA_20329_L2_R2.fastq.gz,Mint
CoPA_20330_L2,mint/CoPA_20330_L2_R1.fastq.gz,mint/CoPA_20330_L2_R2.fastq.gz,Mint
CoPA_20331_L2,mint/CoPA_20331_L2_R1.fastq.gz,mint/CoPA_20331_L2_R2.fastq.gz,Mint
CoPA_20332_L2,mint/CoPA_20332_L2_R1.fastq.gz,mint/CoPA_20332_L2_R2.fastq.gz,Mint
CoPA_20333_L2,mint/CoPA_20333_L2_R1.fastq.gz,mint/CoPA_20333_L2_R2.fastq.gz,Mint
CoPA_20334_L2,mint/CoPA_20334_L2_R1.fastq.gz,mint/CoPA_20334_L2_R2.fastq.gz,Mint
CoPA_20335_L2,mint/CoPA_20335_L2_R1.fastq.gz,mint/CoPA_20335_L2_R2.fastq.gz,Mint
CoPA_20336_L2,mint/CoPA_20336_L2_R1.fastq.gz,mint/CoPA_20336_L2_R2.fastq.gz,Mint
CoPA_20337_L2,mint/CoPA_20337_L2_R1.fastq.gz,mint/CoPA_20337_L2_R2.fastq.gz,Mint
CoPA_20338_L2,mint/CoPA_20338_L2_R1.fastq.gz,mint/CoPA_20338_L2_R2.fastq.gz,Mint
CoPA_20339_L2,mint/CoPA_20339_L2_R1.fastq.gz,mint/CoPA_20339_L2_R2.fastq.gz,Mint
CoPA_20340_L2,mint/CoPA_20340_L2_R1.fastq.gz,mint/CoPA_20340_L2_R2.fastq.gz,Mint
CoPA_20341_L2,mint/CoPA_20341_L2_R1.fastq.gz,mint/CoPA_20341_L2_R2.fastq.gz,Mint
CoPA_20342_L2,mint/CoPA_20342_L2_R1.fastq.gz,mint/CoPA_20342_L2_R2.fastq.gz,Mint
CoPA_20343_L2,mint/CoPA_20343_L2_R1.fastq.gz,mint/CoPA_20343_L2_R2.fastq.gz,Mint
CoPA_20344_L2,mint/CoPA_20344_L2_R1.fastq.gz,mint/CoPA_20344_L2_R2.fastq.gz,Mint
CoPA_20345_L2,mint/CoPA_20345_L2_R1.fastq.gz,mint/CoPA_20345_L2_R2.fastq.gz,Mint
CoPA_20346_L2,mint/CoPA_20346_L2_R1.fastq.gz,mint/CoPA_20346_L2_R2.fastq.gz,Mint
CoPA_20347_L2,mint/CoPA_20347_L2_R1.fastq.gz,mint/CoPA_20347_L2_R2.fastq.gz,Mint
CoPA_20348_L2,mint/CoPA_20348_L2_R1.fastq.gz,mint/CoPA_20348_L2_R2.fastq.gz,Mint
CoPA_20349_L2,mint/CoPA_20349_L2_R1.fastq.gz,mint/CoPA_20349_L2_R2.fastq.gz,Mint
CoPA_20350_L2,mint/CoPA_20350_L2_R1.fastq.gz,mint/CoPA_20350_L2_R2.fastq.gz,Mint
CoPA_20351_L2,mint/CoPA_20351_L2_R1.fastq.gz,mint/CoPA_20351_L2_R2.fastq.gz,Mint
CoPA_20352_L2,mint/CoPA_20352_L2_R1.fastq.gz,mint/CoPA_20352_L2_R2.fastq.gz,Mint
CoPA_20353_L2,mint/CoPA_20353_L2_R1.fastq.gz,mint/CoPA_20353_L2_R2.fastq.gz,Mint
CoPA_20354_L2,mint/CoPA_20354_L2_R1.fastq.gz,mint/CoPA_20354_L2_R2.fastq.gz,Mint
CoPA_20355_L2,mint/CoPA_20355_L2_R1.fastq.gz,mint/CoPA_20355_L2_R2.fastq.gz,Mint
CoPA_20356_L2,mint/CoPA_20356_L2_R1.fastq.gz,mint/CoPA_20356_L2_R2.fastq.gz,Mint
CoPA_20357_L2,mint/CoPA_20357_L2_R1.fastq.gz,mint/CoPA_20357_L2_R2.fastq.gz,Mint
CoPA_20358_L2,mint/CoPA_20358_L2_R1.fastq.gz,mint/CoPA_20358_L2_R2.fastq.gz,Mint
CoPA_20359_L2,mint/CoPA_20359_L2_R1.fastq.gz,mint/CoPA_20359_L2_R2.fastq.gz,Mint
CoPA_20360_L2,mint/CoPA_20360_L2_R1.fastq.gz,mint/CoPA_20360_L2_R2.fastq.gz,Mint
CoPA_20361_L2,mint/CoPA_20361_L2_R1.fastq.gz,mint/CoPA_20361_L2_R2.fastq.gz,Mint
CoPA_20362_L2,mint/CoPA_20362_L2_R1.fastq.gz,mint/CoPA_20362_L2_R2.fastq.gz,Mint
CoPA_20363_L2,mint/CoPA_20363_L2_R1.fastq.gz,mint/CoPA_20363_L2_R2.fastq.gz,Mint
CoPA_20364_L2,mint/CoPA_20364_L2_R1.fastq.gz,mint/CoPA_20364_L2_R2.fastq.gz,Mint
CoPA_20365_L2,mint/CoPA_20365_L2_R1.fastq.gz,mint/CoPA_20365_L2_R2.fastq.gz,Mint
CoPA_20366_L2,mint/CoPA_20366_L2_R1.fastq.gz,mint/CoPA_20366_L2_R2.fastq.gz,Mint
CoPA_20367_L2,mint/CoPA_20367_L2_R1.fastq.gz,mint/CoPA_20367_L2_R2.fastq.gz,Mint
CoPA_20368_L2,mint/CoPA_20368_L2_R1.fastq.gz,mint/CoPA_20368_L2_R2.fastq.gz,Mint
CoPA_20327_L3,mint/CoPA_20327_L3_R1.fastq.gz,mint/CoPA_20327_L3_R2.fastq.gz,Mint
CoPA_20328_L3,mint/CoPA_20328_L3_R1.fastq.gz,mint/CoPA_20328_L3_R2.fastq.gz,Mint
CoPA_20329_L3,mint/CoPA_20329_L3_R1.fastq.gz,mint/CoPA_20329_L3_R2.fastq.gz,Mint
CoPA_20330_L3,mint/CoPA_20330_L3_R1.fastq.gz,mint/CoPA_20330_L3_R2.fastq.gz,Mint
CoPA_20331_L3,mint/CoPA_20331_L3_R1.fastq.gz,mint/CoPA_20331_L3_R2.fastq.gz,Mint
CoPA_20332_L3,mint/CoPA_20332_L3_R1.fastq.gz,mint/CoPA_20332_L3_R2.fastq.gz,Mint
CoPA_20333_L3,mint/CoPA_20333_L3_R1.fastq.gz,mint/CoPA_20333_L3_R2.fastq.gz,Mint
CoPA_20334_L3,mint/CoPA_20334_L3_R1.fastq.gz,mint/CoPA_20334_L3_R2.fastq.gz,Mint
CoPA_20335_L3,mint/CoPA_20335_L3_R1.fastq.gz,mint/CoPA_20335_L3_R2.fastq.gz,Mint
CoPA_20336_L3,mint/CoPA_20336_L3_R1.fastq.gz,mint/CoPA_20336_L3_R2.fastq.gz,Mint
CoPA_20337_L3,mint/CoPA_20337_L3_R1.fastq.gz,mint/CoPA_20337_L3_R2.fastq.gz,Mint
CoPA_20338_L3,mint/CoPA_20338_L3_R1.fastq.gz,mint/CoPA_20338_L3_R2.fastq.gz,Mint
CoPA_20339_L3,mint/CoPA_20339_L3_R1.fastq.gz,mint/CoPA_20339_L3_R2.fastq.gz,Mint
CoPA_20340_L3,mint/CoPA_20340_L3_R1.fastq.gz,mint/CoPA_20340_L3_R2.fastq.gz,Mint
CoPA_20341_L3,mint/CoPA_20341_L3_R1.fastq.gz,mint/CoPA_20341_L3_R2.fastq.gz,Mint
CoPA_20342_L3,mint/CoPA_20342_L3_R1.fastq.gz,mint/CoPA_20342_L3_R2.fastq.gz,Mint
CoPA_20343_L3,mint/CoPA_20343_L3_R1.fastq.gz,mint/CoPA_20343_L3_R2.fastq.gz,Mint
CoPA_20344_L3,mint/CoPA_20344_L3_R1.fastq.gz,mint/CoPA_20344_L3_R2.fastq.gz,Mint
CoPA_20345_L3,mint/CoPA_20345_L3_R1.fastq.gz,mint/CoPA_20345_L3_R2.fastq.gz,Mint
